Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Explicit Track,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts
LUNCH,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401991,13,False,13.52538370720189,-0.033809560197855554,-0.23752975216685593,7.536583093102574,2.7777777777777777,-0.28903204311173825,0.01698215523179756,0.03334107474063634,0.33427895415176867,0.17519410343413247,1.162525933723619,4.5,0.9905953480560921,-1.4137931034482758,5.3478260869565215,72.44756148528256,8.11111111111111,-0.25903814845565837,-0.3166614791581871,-1911242.0,-0.2067872925873426
Like That,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402041,14,True,13.142857142857142,0.2140846293309747,0.13745982254556652,3.8870014711536998,2.3333333333333335,-0.1340079861035794,0.06821145613336059,0.0,0.0,0.0,0.3638126592911451,2.6041666666666665,2.359112156072438,-2.8620689655172415,1.7391304347826086,5.270049165351794,5.111111111111111,0.307641219287905,0.504321593602605,8813435.0,0.5671662252878596
bathroom floor,bathroom floor,Kids With Buns,2022-10-07,NLC242100307,15,False,12.831168831168833,-0.4446561006774317,-0.4110450308267734,-0.5420404963762787,-6.111111111111111,17.591331357914132,5.342748098432157,-0.4637132667572305,-0.45826483320788325,-0.49504104884151456,0.0,-0.5625,-0.13703921403980182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43547693209586985
LALA,LALA - Single,Myke Towers,2023-03-22,USWL12300002,16,True,12.750885478158205,1.2729818826594015,0.9147692643275529,2.731100164644097,1.3333333333333333,2.098796050673327,1.044711704216309,27.671310450581718,8.552586153161972,13.466926872615883,9.263456871251236,1.375,2.4149242869538443,4.896551724137931,1.9565217391304348,10.286390437798945,3.6666666666666665,-0.01285376901403219,0.2590561926880073,-2352621.0,0.977678697031346
Fortnight (feat. Post Malone),THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401028,17,False,12.642266824085008,0.28879051115544857,-0.2505661733099807,6.744181263828382,2.4444444444444446,-0.11640567978206451,0.42189516104058583,-0.10918565697506101,-0.020476954138953358,-0.10910144033077687,0.8136533302780491,4.020833333333333,3.471184258404008,-2.8620689655172415,3.652173913043478,71.9612834172612,6.5,-0.06313740148803575,0.2683937079512534,-2846865.0,0.18182641305587768
greedy,greedy,Tate McRae,2023-09-14,USRC12301932,18,True,12.458087367178276,1.8909326746731328,0.9354658660045807,7.600673033492104,2.2222222222222223,-0.017683608618010053,0.08839529213573613,5.375876714377066,6.783902421727817,9.663142159052477,12.24233886978871,3.7291666666666665,18.511937750160943,111.17241379310344,7.521739130434782,41.08110972541839,7.388888888888889,0.730942256410002,0.21251227045274979,0.0,3.1301838137686655
BLUE,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401996,19,False,12.406139315230226,-0.27578899761333736,-0.3312097824483066,1.5983932955895748,2.111111111111111,-0.3530733112164911,-0.23692024804165868,1.9335278229359871,1.6097971021491384,1.7862558043603702,-0.43983983616915145,1.0,-0.16155848517927618,-2.9310344827586206,0.391304347826087,9.181887974289337,0.8888888888888888,-0.2834282902137425,-0.36727560035434675,-2248708.0,-0.3053534807369739
As It Was,As It Was,Harry Styles,2022-03-31,USSM12200612,20,False,12.377804014167651,5.683576701939685,4.809194782865318,6.410432418438562,2.2222222222222223,1.7425956115951335,2.698858267906187,6.550383517801525,27.76250927706165,28.18745557661041,34.26885041673753,8.895833333333334,49.59436840484788,166.31034482758622,13.695652173913043,24.152796210879664,9.555555555555555,2.7287249128599984,3.451385064764048,0.0,7.219341650727751
Paint The Town Red,Paint The Town Red,Doja Cat,2023-08-04,USRC12300907,21,True,12.306965761511217,1.532372403884292,1.7781113869802594,4.441677681420404,1.2222222222222223,0.24752238383972605,0.5132781150925958,7.405108692539934,10.810008350845134,12.715377646685157,4.600505365361437,2.7083333333333335,11.054552579281776,6.448275862068965,5.565217391304348,25.69829524849304,7.166666666666667,1.309992485189847,1.976632269495056,0.0,3.4300335727538407
Espresso,Espresso,Sabrina Carpenter,2024-04-12,USUM72403305,22,True,11.881936245572609,0.5717652012396387,-0.10119906846045769,10.201224891468051,3.111111111111111,-0.10872542839832224,0.19537856907406911,0.06871824564863979,2.4630578428366836,2.073256903359066,1.5463055247395912,5.625,0.8748285610322725,5.172413793103448,6.608695652173913,78.49194802397413,7.333333333333333,-0.05400753420203662,0.14442023607153973,-1673442.0,0.2652370324407029
Danza Kuduro - Cover,CLUB DE YOKUKIKU YOUGAKU MEDLEY,MUSIC LAB JPN,2024-05-21,TCJPA2445163,23,True,11.763872491145218,2.627849442508784,-0.41447094071379537,-0.5430148151018788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEXAS HOLD 'EM,TEXAS HOLD 'EM,Beyoncï¿,2024-02-10,USSM12401302,24,True,11.75914994096812,0.34682897740376983,0.02222350533453946,5.720145826312329,2.111111111111111,-0.30050864100073355,-0.2821315589725168,3.2788783655238016,7.9217567728400695,11.641198620396947,5.313294193770398,2.7291666666666665,8.496207350183335,5.896551724137931,7.782608695652174,77.17842633703594,8.88888888888889,0.025600177094329702,1.3623195345607777,0.0,0.63744955518531
Future,Future,official sound studio,2024-01-10,RUA1H2415548,25,False,11.693034238488783,0.0,-0.4145864208223467,-0.5430415586969951,0.0,0.0,0.0,23.59614796056336,4.260861932054749,7.522293353430651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beat Automotivo Tan Tan Tan Viral,Beat Automotivo Tan Tan Tan Viral,WZ Beat,2022-05-24,BXWEH2200054,26,False,11.249114521841795,-0.4315039520109493,-0.36963899634954545,-0.5159669655167859,-3.5555555555555554,-0.38459158871483456,-0.4087502055888512,95.28849891991462,27.811579382623304,42.17468254646374,0.0,-0.5625,0.0,12.172413793103448,-0.6086956521739131,-0.4519838412450457,-0.8888888888888888,0.0,0.0,0.0,-0.11308181306170931
